url,title,address,datePosted,price,propertyType,bedrooms,bathrooms,description,utilities,parking,aggreementType,petFriendly,size,furnished,appliances,a/c,outdoorSpace,amenities
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2-bath-in-brand-nw-building-on-front-st-2500/1688805096,2 BED 2 BATH IN BRAND NW BUILDING ON FRONT ST. 2500$!!!,"135 Lower Sherbourne Street, Toronto, ON",2024-03-21T03:19:14.000Z,"$2,500",Condo,Bedrooms: 2,Bathrooms: 2,"Brand new building, never lived in unit. Time and Space by Pemberton! Prime location on Front St E & Sherbourne - Steps To Distillery District, TTC, St Lawrence Mkt & Waterfront!
Functional 2 Bed, 2 Bath W/ Balcony! West Exposure.
Available immediately.","['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,1 Year,Yes,680,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/25-richmond-st-east-yonge-rich-1-bedroom-1-den-luxury-condo/1688804784,25 Richmond St East - YONGE+RICH 1-bedroom + 1 Den Luxury Condo,"25 Richmond Street East, Toronto, ON",2024-03-21T03:11:36.000Z,"$2,500",Condo,Bedrooms: 1 + Den,Bathrooms: 1,Condominium for Rent,"['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,1 Year,No,628,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,,"['Gym', 'Pool', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/1-bdrm-den-oakville-condo-with-locker-and-parking/1688804719,1 bdrm + den Oakville condo (with locker and parking),"Speers Road, Oakville, ON",2024-03-21T03:10:23.000Z,"$2,500",Condo,Bedrooms: 1 + Den,Bathrooms: 1,"Luxurious open concept condo - 1bd, 1 den + 1 full bathroom, 1 locker, 1 parking.
Bright and sunny during the day. Parking and locker included. Visitor parking and guest suites available.
Modern finishing’s including hardwood floors, stainless steel appliances, granite counter tops.
Amenities include: Large gym, yoga studio, pool, hot tub, sauna, party room, and terrace patio with BBQ.
Retail space including pharmacy and dry cleaning on first level.
Walking distance to the Oakville Go Station, grocery stores, restaurants, and park.","['No: Hydro', 'Yes: Heat', 'No: Water', 'No: Water']",1,1 Year,No,675,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', '', 'Storage Space', 'Elevator in Building']"
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/sublet-1bdrm-apartment-or-rent-a-room/1688804271,Sublet 1bdrm apartment or rent a room,"33 Shore Breeze Dr, Toronto, M8V 0G1",2024-03-21T03:00:28.000Z,"$1,100",Condo,Bedrooms: 1,Bathrooms: 1,"Rent 1 bdrm apt $2200 or Rent room $1100
Amenities (pool, hot tub, sauna, gym, lounges)
Lakefront, stores, trails nearby
Shared kitchen and bathroom (if renting room)
Wifi & cable included. Parking extra
Access to balcony from bedroom
Can be furnished
Msg for pics, serious inquiries only",['Not Included'],0,Month-to-month,Yes,600,Yes,[],Yes,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-town-center:-20-meadowglen-place/1688803133,Scarborough Town Center: 20 Meadowglen Place,"Meadowglen Place, Scarborough, ON",2024-03-21T02:36:49.000Z,"$2,750",Condo,Bedrooms: 2,Bathrooms: 2,"Welcome to Meadowglen Place, where luxury meets convenience in this delightful 2-bedroom, 2-bathroom residence featuring an additional large den and a dedicated parking spot. The master bedroom boasts an ensuite bathroom for added comfort and privacy. This unit is brimming with upgrades, ensuring a modern and stylish living experience.","['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,650,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', '', 'Storage Space', 'Elevator in Building']"
https://www.kijiji.ca/v-apartments-condos/markham-york-region/condo-for-rent-walking-distance-to-vmc/1688803108,"Condo For Rent, Walking distance to VMC","Hwy 7, Vaughan, ON L4K 0G3",2024-03-21T02:36:14.000Z,"$2,800",Condo,Bedrooms: 1 + Den,Bathrooms: 1.5,Absolutely Stunning Newer Unit. This 31st Flr 1 Br + Den Is Located At Vaughan Metro Centre W/Breathtaking View. Equipped W/Flr ToCeiling Windows In Liv/Din Rm & Br. Large Open Concept W/ 9Ft Ceilings. Upgraded Laminate Thru Out.Modern Kitchen W Large B/F Bar & GraniteCounter. Large Master W/ 4 Pc Ensuite. This Unit Also Comes W/ 1 Parking & 1 Locker! Instant AccessTo Public Transit (Subway)! Easy Access ToMajor Hwys & Amenities! Don't Miss Out!,"['No: Hydro', 'No: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,750,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment-bright-spacious-brand-new/1688803081,"1 Bedroom Basement Apartment- Bright, Spacious BRAND NEW","East York, ON M4C 2V1",2024-03-21T02:35:43.000Z,"$1,650",Basement,Bedrooms: 1,Bathrooms: 1,Enjoy luxury & convenience in this modern escape!,['Not Included'],0,1 Year,Limited,750,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,,[]
https://www.kijiji.ca/v-apartments-condos/markham-york-region/bright-spacious-2bedroom-1bth-walkout-basement-in-newmarket-on/1688802985,Bright Spacious 2Bedroom 1Bth Walkout Basement in Newmarket ON,"Newmarket, ON L3X 3G1",2024-03-21T02:33:41.000Z,"$1,980",Basement,Bedrooms: 2,Bathrooms: 1,"Welcome to this cozy and spacious 2 bedrooms walkout basement with separate entrance in Newmarket!
Furniture includes a mounted TV, a TV stand, a desk. Other furniture in the picture are not included.
Open concept living room and kitchen.
Great layout and features all newer kitchen appliances, including fridge, dishwasher, stove, 8 feet ceiling, big windows and blinds.
The two bedrooms provide bright window, laminate flooring, closet.
The bathroom has nice vanity, bathtub.
Tenant will use private washer and dryer, very convenient.
Huge double door entrance facing the nice backyard with flowers and grass. All fenced backyard provides good safety for your home.
Utility is not included. The tenant is responsible for 1/3 of the whole house utility.
One driveway parking is included in the rent.
Close to Highway 404, Bathurst, lots of shops around, Costco, Nofrills, Walmart, Upper Canada mall etc.
Please email, call or text for a viewing!",['Not Included'],1,1 Year,Limited,800,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/one-bedroom-suite-spacious-bright-walk-out-etobicoke/1687407639,"One Bedroom Suite - Spacious, Bright, Walk Out - Etobicoke","Talgarth Road, Etobicoke, ON",2024-03-21T02:30:30.000Z,"$1,800",Apartment,Bedrooms: 1,Bathrooms: 1,"Utilities, WiFi, In-Suite Laundry, Dishwasher, AC, Central Vacuum, Parking, and Private walkout Entrance included.
Entrance is wide double French Doors.
Large Kitchen: Breakfast Bar, Dishwasher, Double tub sink, full size glass top stove, lots of cabinet and counter space, microwave nook, over counter lighting.
Laundry - Personal in-suite laundry, full size side-by-side front load washer and dryer.
1 car parking, on driveway, spacious.
Air Conditioning (AC) and Central Vacuum (CV)
All Utilities and WiFi internet included (1 Gb internet service to house).","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,850,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment-condo/1688802731,Apartment/Condo,"219 Dundas St E, Toronto, ON M5A 1Z7",2024-03-21T02:29:08.000Z,"$2,200",Apartment,Bedrooms: Bachelor/Studio,Bathrooms: 1,"Luxury Bachelor Condo Unit Sublet located in Toronto.
Sublease ends in September 2024.
Excellent And Convenient Location, Closet To Ryerson, Uft, And George Brown College. Short Walk To Dundas Square. Door Step access to Street Car, Tim Hortons/Starbucks. Lots Of Shops And Restaurants.
Amenities Included 24 Hrs Concierge, Party Room/Theatre Room, Outdoor Terrance, Gym & Yoga/Boxing Studio & Much More.
Condo Developed By Menkes. Model Design Kitchen W/Luxury Brand Of Appliances. Function Layout Combine Living/Dining Space.
Address: 219 Dundas St E 2202, Toronto, Ontario M5A 0V1
Ready to elevate your real estate experience? Contact Elevate Estates Group today!
(905) 715-0560 | (437) 778-5029
sukhman.sidhu@century21.ca
kanavdeep.gill@century21.ca
Elevating Real Estate, Elevating Lives✨
#RealEstateToronto #ElevatingLives #NewHome #Elevateestatesgroup #realtor #toronto #luxuryliving #century21president",['Not Included'],0,Month-to-month,Limited,699,Yes,[],Yes,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1br-den-car-parking-large-basement-for-rent-west-brampton/1688801270,1BR + Den+ Car Parking - Large Basement for Rent - West Brampton,"Brampton, ON L7A",2024-03-21T02:02:33.000Z,"$1,725",Basement,Bedrooms: 1 + Den,Bathrooms: 1,"Luxury 1 Bedroom + 1 Child's room + 1 Bath + Parking space on driveway
See out Basement Apartment is available from April 01 in Brampton",['Not Included'],2,1 Year,Limited,900,No,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-condo-for-rent-in-square-one-area-call:6472254282/1688800751,1 bedroom condo for rent in square one area.call:6472254282,"City Centre Dr, Mississauga, ON L5B",2024-03-21T01:55:11.000Z,"$2,500",Condo,Bedrooms: 1,Bathrooms: 1,1 bedroom condo for rent in square one area.call:6472254282,['Not Included'],1,1 Year,No,750,No,[],Yes,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-apartment-by-humber-college/1688800467,Basement Apartment by Humber College,"Westmore Dr, Toronto, M9V 4N3",2024-03-21T01:50:09.000Z,"$1,900",Basement,Bedrooms: 1 + Den,Bathrooms: 1,"We have a 1 bedroom basement apartment for rent. Located close to Humber College, Etobicoke General Hospital, and the new Humber LRT at Finch at Hwy 27.",['Not Included'],0,1 Year,No,650,No,[],Yes,,[]
https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/1-bed-1-bath-condo-square-one-lake-downtown-view/1683404875,1 Bed 1 Bath Condo - Square One (Lake/Downtown View),"Mississauga, ON L5L 1H2",2024-03-21T01:50:03.000Z,"$2,399",Condo,Bedrooms: 1,Bathrooms: 1,"Availability: June 1st, 2024","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,Limited,699,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/high-park-mid-sized-2-bedroom-apartment-near-keele-subway/1688799809,"High Park, Mid-Sized 2-Bedroom Apartment Near Keele Subway","Toronto, ON M6R 2Z8",2024-03-21T01:39:21.000Z,"$2,250",Apartment,Bedrooms: 2,Bathrooms: 1,"An Elegant, Mid-Sized 2-Bedroom Apartment, Overlooking High Park, 
Three Blocks to the Keele Subway Station. 
 
All Bedrooms are with Renovated Rear Windows provide Serene Setting. 
The large 2nd Bedroom can be used as a Den for good, leisurely Living. 
The Kitchen and Cabinet are also Renovated. 
 
Rental includes Water, Hydro, Heating, and a One-Car Parking at the Rear 
of Building. Bicycle Racks are at Front and Rear of Building. Coin-Laundry 
is at the Basement Floor. 
 
A Non-Smoker Building. Non-Smokers with No Pet are welcome. 
This Apartment Unit accommodates a Max. of Two People, please. 
$2,250 Monthly with a One-Year Lease. Available May 1, 2024 or Earlier.","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,700,No,"['', 'Laundry (In Building)', '', 'Fridge / Freezer']",Yes,,"['', '', '', '', 'Bicycle Parking', '', '']"
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxurious-1-bedroom-loft-in-historic-tip-top-lofts-toronto/1688799644,"Luxurious 1-bedroom Loft in Historic Tip Top Lofts, Toronto","Toronto, ON M5V 3J6",2024-03-21T01:36:37.000Z,"$3,000",Condo,Bedrooms: 1,Bathrooms: 1,"Welcome to a rare opportunity to lease a stunning 1-bedroom, 1-bathroom, 2-level loft with a balcony in the prestigious Tip Top Lofts, located in Toronto's vibrant and historic waterfront community.","['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,1 Year,Limited,700,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', '', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/core-dt-private-room-with-washroom-for-rent/1688799315,Core DT Private Room with Washroom for Rent,"Toronto, ON M5V",2024-03-21T01:31:52.000Z,"$1,400",Condo,Bedrooms: 1,Bathrooms: 1,Spadina & Front,"['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,Month-to-month,Limited,840,Yes,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment/1684213412,1 Bedroom Basement Apartment,"Etobicoke, ON M9W 3G1",2024-03-21T01:30:29.000Z,"$1,900",Basement,Bedrooms: 1,Bathrooms: 1,"Bright and sunny one bedroom basement apartment available for rent in gorgeous & cozy raised detached bungalow. Tastefully & Freshly Renovated, Spacious & meticulously maintained, located on a quiet, family - friendly street in North Etobicoke. The area is a quiet neighborhood, so if you like coming to a peaceful and quiet place after work; this is your kind of space. You must be a NON SMOKER.","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,Month-to-month,No,750,No,"['', 'Laundry (In Building)', '', 'Fridge / Freezer']",Yes,,[]
https://www.kijiji.ca/v-apartments-condos/markham-york-region/44-valley-woods-rd-1-bedroom-apartment-for-rent/1682898020,44 Valley Woods Rd. - 1 Bedroom Apartment for Rent,"44 Valley Woods Rd., North York, ON, M3A 2R6",2024-03-21T01:27:05.000Z,"$2,250",Apartment,Bedrooms: 1,Bathrooms: 1,"Get 1 month free rent when you sign a new lease by April 1st, 2024. On select suites for a limited time.","['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,1 Year,,650,No,[],No,,[]
https://www.kijiji.ca/v-apartments-condos/markham-york-region/beautiful-bachelor-suite-in-aurora/1688797339,Beautiful bachelor suite in Aurora,"51 Stoddart Dr, Aurora, ON L4G 2G2",2024-03-21T01:00:42.000Z,"$1,400",Basement,Bedrooms: Bachelor/Studio,Bathrooms: 1,"Beautiful and very clean Half finished bachelor, suite ready immediately in Aurora ,for $1,400 + 1/3 off utilities.One parking spot available. ( shared laundry ) For more information please text me. Thank you.",['Not Included'],1,1 Year,No,800,Yes,[],Yes,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-one-bedroom-apartment-in-toronto/1688796913,Beautiful one bedroom apartment in Toronto,"5162 Yonge St, Toronto, ON M2N 0E9",2024-03-21T00:54:01.000Z,"$2,500",Apartment,Bedrooms: 1,Bathrooms: 1,"Direct access to subway and North York Centre. Bright and suspicious unit @29th Level. Library, movies, restaurant, and so much more. next to Gibson and Granberry place parks . all the Amenities you can imagine . indoor pool ,2 party/meeting rooms , 24 hours concierge . You need included parking locker . For more information, please text or call thank you.",['Not Included'],1,1 Year,No,750,No,[],Yes,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-beds-new-basement-apt-at-lawrence-meadowvale-from-apr-1/1688796455,,,,,,,,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-for-rent/1688796351,Basement for rent,"Van Kirk Dr, Brampton, L7A 1A4",2024-03-21T00:46:05.000Z,"$2,200",Basement,Bedrooms: 2,Bathrooms: 1,"Separate entrance
2 bedrooms + 1 bathroom
Kitchen comes with pre installed appliances
Separate laundry
Intersection: Wanless and Veterans
1 car parking
Please message if interested",['Not Included'],1,Month-to-month,Yes,700,Yes,[],Yes,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bentley-apartments-1-bdrm-available-at-15-tangreen-court-toro/1679079321,"Bentley Apartments - 1 Bdrm available at 15 Tangreen Court, Toro","15 Tangreen Court, Toronto, ON, M2M 3Z1",2024-03-21T00:39:44.000Z,"$2,595",Apartment,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-1-bdrm-den-markham-and-ellesmere/1688795494,Condo 1 bdrm + den - Markham and Ellesmere,"30 Meadowglen Pl, Toronto, ON M1G 0A6",2024-03-21T00:33:07.000Z,"$2,500",Condo,Bedrooms: 1 + Den,Bathrooms: 1.5,"Located at Markham and elsmere
Included are:
One bedroom plus den
Full bathroom
Full kitchen
Washer and dryer
Two balconies (One is huge)
Features:
Very close to Centennial College
Very close to Canadore College at Stanford
Close to UTSC
Bus numbers, 102a, 102, 102c, 102d, 902
24 HR SECURITY
GYM
very safe and clean space.
The unit is good for working roommates, students
Required:
No pets + no smoking + no drinking + no drugs
First and last month's rent
Recent pay stubs, employment verification
Reply the ad with the following:
How many people are you?
Where do you work?
When are you looking to move in?
To show ASAP
$2500",['Not Included'],0,Month-to-month,No,690,No,[],Yes,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bed-basement-apt-living-bath-laundry-ensuite-in-mississauga/1688795478,1 Bed Basement apt. Living Bath Laundry ensuite in Mississauga,"4174 Trellis Crescent, Mississauga, ON",2024-03-21T00:32:50.000Z,"$1,700",Basement,Bedrooms: 1,Bathrooms: 1,"1 bed Basement Apartment Living Dining ,ensuite laundry , open concept layout with living area , one parking . easey access to amenities , go transit , shoping . Perfact for single or couple professional . inclusive all Utilities except internet. must be a working professional ,provide equfax report , job letter and pay stubs .
Contact: 647 295 1267",['Not Included'],1,1 Year,Limited,800,No,"['Laundry (In Unit)', '', '', '']",Yes,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/morning-star-apartments-1-bdrm-available-at-3420-3425-morning/1687001315,"Morning Star Apartments - 1 Bdrm available at 3420, 3425 Morning","3425 Morning Star Drive, Mississauga, ON, L4T 1X9",2024-03-21T00:32:44.000Z,"$2,250",Apartment,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/morning-star-apartments-2-bdrm-available-at-3420-3425-morning/1663969803,"Morning Star Apartments - 2 Bdrm available at 3420, 3425 Morning","3425 Morning Star Drive, Mississauga, ON, L4T 1X9",2024-03-21T00:32:44.000Z,"$2,555",Apartment,Bedrooms: 2,Bathrooms: 1,,[],,,,,,[],,,[]
